iter	MultiClass
276	0.06651374904
277	0.06651218157
278	0.0665040678
279	0.06650151411
280	0.06649948184
281	0.0664934558
282	0.06648501826
283	0.06648169428
284	0.06647808414
285	0.06647552937
286	0.06647202069
287	0.06646498703
288	0.06646253169
289	0.06646028346
290	0.06645880248
291	0.06645273737
292	0.06645069637
293	0.06644839914
294	0.06644668336
295	0.06644303376
296	0.06644061379
297	0.06643299027
298	0.06643091915
299	0.06642670807
300	0.06642383495
301	0.06642192475
302	0.06642041486
303	0.06641836271
304	0.06641540638
305	0.06641069497
306	0.06640346459
307	0.06640008704
308	0.06639669139
309	0.06639505144
310	0.0663908029
311	0.06638519972
312	0.06638368927
313	0.06638058514
314	0.06637911373
315	0.06637780288
316	0.06637010814
317	0.06636899218
318	0.06636286882
319	0.06636128429
320	0.06635992563
321	0.06635639745
322	0.06635510984
323	0.06634583551
324	0.06634419482
325	0.06634194321
326	0.0663406634
327	0.06633650279
328	0.06632806105
329	0.06632675928
330	0.06632320468
331	0.0663144732
332	0.06631308832
333	0.0663092916
334	0.06630640391
335	0.06630030688
336	0.0662989829
337	0.0662977849
338	0.06629323915
339	0.06629087076
340	0.06628585297
341	0.06627920817
342	0.06627729939
343	0.06627398208
344	0.06627272002
345	0.06627162655
346	0.06626899376
347	0.06626783406
348	0.06626107409
349	0.06625792675
350	0.06625634311
351	0.06624947766
352	0.06624751349
353	0.0662464417
354	0.06623912226
355	0.06623324455
356	0.06623048757
357	0.06622724292
358	0.06622651057
359	0.06622215665
360	0.06621811312
361	0.06621724512
362	0.06621584504
363	0.06621390601
364	0.06620844097
365	0.06620620061
366	0.06620360312
367	0.06620014983
368	0.06619717019
369	0.06619648603
370	0.06619561642
371	0.06619378628
372	0.06619305726
373	0.0661914146
374	0.06618612559
375	0.06618485843
376	0.06618360894
377	0.06618299906
378	0.06618199836
379	0.06617902035
380	0.06617821313
381	0.06617684621
382	0.06617199528
383	0.06617027813
384	0.06616856642
385	0.0661678373
386	0.06616352783
387	0.06616072512
388	0.06615979711
389	0.06615919855
390	0.06615875581
391	0.06615689988
392	0.06615130969
393	0.06614978442
394	0.06614581216
395	0.06614489785
396	0.06614320677
397	0.06613662447
398	0.06613423363
399	0.06613273131
400	0.06613189677
401	0.06613096874
402	0.0661301681
403	0.06612756323
404	0.06612602083
405	0.06612451323
406	0.0661223394
407	0.06611764674
408	0.06611634947
409	0.06611558683
410	0.06611479151
411	0.0661114517
412	0.06610815478
413	0.06610644153
414	0.06610293037
415	0.06610238307
416	0.06610029576
417	0.06609632236
418	0.06609370116
419	0.06609320302
420	0.06609106358
421	0.0660892396
422	0.06608424288
423	0.06608333162
424	0.066079072
425	0.06607838573
426	0.06607694274
427	0.06607654413
428	0.0660753789
429	0.06607211235
430	0.06607158913
431	0.06607035078
432	0.06606875793
433	0.06606550145
434	0.06606477235
435	0.06606366298
436	0.06606178354
437	0.06606081368
438	0.06605984118
439	0.06605911647
440	0.06605860836
441	0.06605781544
442	0.06605732397
443	0.06605657711
444	0.06605505685
445	0.0660544873
446	0.06605402201
447	0.06605335302
448	0.06605144187
449	0.0660490012
450	0.06604683728
451	0.06604628402
452	0.06604589497
453	0.06604331376
454	0.06604165663
455	0.06604061824
456	0.06604026628
457	0.06603971306
458	0.06603938895
459	0.06603756722
460	0.0660371408
461	0.06603641527
462	0.06603589388
463	0.06603548758
464	0.06603440308
465	0.06603309168
466	0.06602980575
467	0.06602924422
468	0.06602863877
469	0.06602814822
470	0.06602767982
471	0.06602720823
472	0.0660262878
473	0.06602363731
474	0.06602072999
475	0.0660202897
476	0.0660179149
477	0.06601716304
478	0.066016821
479	0.06601556506
480	0.06601309599
481	0.06601153652
482	0.06601112812
483	0.06601022126
484	0.06600991312
485	0.06600924283
486	0.06600515996
487	0.06600411683
488	0.06600321661
489	0.06600271806
490	0.06600242287
491	0.06599873775
492	0.065996997
493	0.0659961574
494	0.06599456913
495	0.06599277226
496	0.06598870391
497	0.06598826754
498	0.06598521915
499	0.06598223694
500	0.06597886464
501	0.06597811332
502	0.06597708794
503	0.06597652058
504	0.06597602336
505	0.06597566449
506	0.06597357262
507	0.06597196641
508	0.06597146729
509	0.06597067123
510	0.06597041531
511	0.06596836084
512	0.06596764004
513	0.06596605808
514	0.06596428485
515	0.06596372571
516	0.06596253591
517	0.06596099508
518	0.0659594169
519	0.06595889671
520	0.0659584049
521	0.06595446425
522	0.06595293899
523	0.06595087794
524	0.06594921599
525	0.06594826837
526	0.06594740372
527	0.06594667416
528	0.06594631089
529	0.06594605673
530	0.06594548603
531	0.06594452891
532	0.06594422919
533	0.06594389537
534	0.0659428487
535	0.06594046049
536	0.06593966678
537	0.06593901845
538	0.06593776312
539	0.06593713684
540	0.06593634611
541	0.06593567531
542	0.06593509351
543	0.06593105661
544	0.06592746401
545	0.06592678389
546	0.06592610616
547	0.06592532969
548	0.06592483688
549	0.06592427447
550	0.06592377573
551	0.06592344436
552	0.06592124461
553	0.06592103753
554	0.06592035587
555	0.06591979894
556	0.06591919016
557	0.06591755691
558	0.06591622514
559	0.06591473206
560	0.06591241497
561	0.06591042606
562	0.06590991128
563	0.06590960055
564	0.06590864788
565	0.06590808272
566	0.06590665301
567	0.06590633252
568	0.06590602
569	0.0659044471
570	0.06590418102
571	0.06590397433
572	0.06590377708
573	0.06590347487
574	0.06590327627
575	0.06590143783
576	0.06590062514
577	0.06589973211
578	0.06589944792
579	0.0658965542
580	0.06589633373
581	0.06589562174
582	0.06589521672
583	0.06589472404
584	0.06589282587
585	0.06589229537
586	0.06589203636
587	0.06589178795
588	0.06589110225
589	0.06589069689
590	0.06589018913
591	0.06588889152
592	0.06588831838
593	0.06588731433
594	0.0658868129
595	0.06588619439
596	0.06588441122
597	0.06588407676
598	0.06588363963
599	0.06588336798
600	0.06588300543
601	0.06588126324
602	0.06588086714
603	0.06588042622
604	0.06588025828
605	0.06587755192
606	0.06587726869
607	0.06587513367
608	0.06587425993
609	0.06587400714
610	0.06587318786
611	0.06587191383
612	0.06587149822
613	0.06587105422
614	0.06587068402
615	0.06587049049
616	0.06586995103
617	0.06586973856
618	0.06586703502
619	0.06586596714
620	0.06586521803
621	0.06586494619
622	0.06586471317
623	0.06586310845
624	0.0658628681
625	0.06586176214
626	0.06586150842
627	0.06586021501
628	0.06585977858
629	0.06585955194
630	0.06585903934
631	0.06585787782
632	0.06585753614
633	0.0658555721
634	0.06585511218
635	0.0658548831
636	0.06585422115
637	0.06585390518
638	0.06585354981
639	0.06585153934
640	0.0658507531
641	0.06584880541
642	0.06584732248
643	0.06584603051
644	0.06584444122
645	0.0658441252
646	0.06584387181
647	0.06584207898
648	0.06584090615
649	0.06584028131
650	0.06583985873
651	0.06583965163
652	0.06583900972
653	0.06583654062
654	0.06583623851
655	0.06583339245
656	0.06583262191
657	0.06583242276
658	0.0658322042
659	0.06583196236
660	0.06583174348
661	0.06583136773
662	0.06583124549
663	0.0658293017
664	0.06582889955
665	0.06582702749
666	0.06582555079
667	0.06582515789
668	0.06582478972
669	0.06582350024
670	0.06582326148
671	0.06582217611
672	0.06582178441
673	0.06582163441
674	0.06582114978
675	0.0658197914
676	0.06581952357
677	0.06581899986
678	0.06581756786
679	0.06581725097
680	0.06581692055
681	0.06581664849
682	0.06581644701
683	0.06581584419
684	0.06581542096
685	0.06581519382
686	0.06581410081
687	0.06581381964
688	0.06581364152
689	0.06581330685
690	0.06581310474
691	0.06581266764
692	0.06581187084
693	0.06581163436
694	0.06581057815
695	0.06580999371
696	0.06580849525
697	0.06580830215
698	0.06580810851
699	0.06580799946
700	0.06580748153
701	0.06580722035
702	0.06580709212
703	0.06580671866
704	0.06580632627
705	0.06580613567
706	0.06580479495
707	0.06580341902
708	0.06580252911
709	0.06580224866
710	0.06580111769
711	0.06580083106
712	0.06580064557
713	0.06580027887
714	0.06579912227
715	0.06579695867
716	0.06579667856
717	0.06579629266
718	0.06579574735
719	0.06579562508
720	0.06579543972
721	0.06579534259
722	0.0657936812
723	0.06579351129
724	0.06579329633
725	0.06579195131
726	0.06579167372
727	0.06579131802
728	0.06579076797
729	0.06579066589
730	0.06578995958
731	0.06578963673
732	0.0657894071
733	0.06578892848
734	0.0657867182
735	0.06578661119
736	0.06578615257
737	0.06578605316
738	0.06578579891
739	0.0657856971
740	0.06578553183
741	0.06578529103
742	0.06578431115
743	0.06578280513
744	0.06578249272
745	0.06578182497
746	0.06578144493
747	0.06578067947
748	0.06578041172
749	0.06578010256
750	0.0657798366
751	0.06577952159
752	0.06577859919
753	0.0657785049
754	0.0657774389
755	0.06577709489
756	0.06577467506
757	0.06577451783
758	0.06577417975
759	0.06577409835
760	0.06577301816
761	0.06577291628
762	0.0657725059
763	0.06577178003
764	0.06577152253
765	0.06577137184
766	0.06577116177
767	0.06577099808
768	0.0657707722
769	0.06577048857
770	0.0657702747
771	0.0657701265
772	0.06576995878
773	0.06576964376
774	0.06576957451
775	0.06576942975
776	0.06576915727
777	0.06576888903
778	0.06576869162
779	0.06576845754
780	0.06576763743
781	0.06576698247
782	0.06576562921
783	0.06576457497
784	0.06576401077
785	0.06576174207
786	0.06576154387
787	0.06576138587
788	0.06576117491
789	0.06576040127
790	0.06575971298
791	0.06575931927
792	0.06575914466
793	0.06575855149
794	0.0657579571
795	0.06575780028
796	0.06575687307
797	0.06575661834
798	0.06575557325
799	0.06575457723
800	0.06575442058
801	0.06575382795
802	0.06575344142
803	0.06575317205
804	0.06575295772
805	0.06575199705
806	0.06575181509
807	0.06575129129
808	0.06575101301
809	0.06575084885
810	0.06574955534
811	0.06574947395
812	0.06574920283
813	0.06574890491
814	0.06574868949
815	0.0657485509
816	0.06574834532
817	0.06574787157
818	0.06574730316
819	0.06574685475
820	0.06574642732
821	0.06574587696
822	0.06574578392
823	0.06574557249
824	0.06574544456
825	0.0657453076
826	0.06574518028
827	0.06574498916
828	0.06574492709
829	0.06574477283
830	0.06574378421
831	0.06574357046
832	0.06574340027
833	0.06574315063
834	0.0657427927
835	0.06574262683
836	0.06574233273
837	0.06574205085
838	0.06574158935
839	0.06574134868
840	0.06574091636
841	0.06574037212
842	0.06573976171
843	0.06573954312
844	0.06573912726
845	0.06573906304
846	0.0657389843
847	0.06573875426
848	0.06573858981
849	0.06573822496
850	0.06573669995
851	0.06573615446
852	0.06573601324
853	0.06573563065
854	0.0657353248
855	0.06573490008
856	0.06573475246
857	0.06573461367
858	0.06573448499
859	0.06573428416
860	0.06573377354
861	0.0657335776
862	0.06573316042
863	0.06573309584
864	0.06573260232
865	0.06573248873
866	0.0657323311
867	0.06573223555
868	0.06573197637
869	0.06573177467
870	0.06573164686
871	0.06573148478
872	0.06573121163
873	0.06572988624
874	0.06572973664
875	0.06572921845
876	0.06572881057
877	0.06572862476
878	0.06572851669
879	0.06572832357
880	0.06572821921
881	0.06572802807
882	0.06572770427
883	0.0657276039
884	0.06572743337
885	0.06572688669
886	0.06572640499
887	0.06572619211
888	0.06572580152
889	0.06572543793
890	0.06572517224
891	0.06572502772
892	0.06572439473
893	0.06572369407
894	0.06572333469
895	0.06572307153
896	0.06572250698
897	0.0657213793
898	0.06572125389
899	0.06572108616
900	0.06572096994
901	0.06572027499
902	0.06571991843
903	0.06571981318
904	0.0657190894
905	0.06571792891
906	0.06571642049
907	0.06571558197
908	0.06571545535
909	0.06571527131
910	0.06571517016
911	0.0657151073
912	0.06571499765
913	0.06571481406
914	0.06571457518
915	0.06571444862
916	0.06571400007
917	0.06571389854
918	0.06571363286
919	0.06571351633
920	0.06571335193
921	0.06571315148
922	0.06571262183
923	0.06571244891
924	0.065712399
925	0.06571199681
926	0.06571134103
927	0.06571123925
928	0.06571104909
929	0.06571062735
930	0.06571058133
931	0.06571035359
932	0.06571013733
933	0.06570980307
934	0.06570966557
935	0.06570952552
936	0.065709438
937	0.06570803174
938	0.06570765967
939	0.06570726359
940	0.06570688148
941	0.06570669939
942	0.06570661517
943	0.06570653436
944	0.06570602693
945	0.06570570982
946	0.06570538081
947	0.06570522617
948	0.06570513406
949	0.06570488739
950	0.06570462641
951	0.06570445102
952	0.06570416864
953	0.06570387181
954	0.06570331514
955	0.06570244765
956	0.06570217468
957	0.06570209808
958	0.06570156349
959	0.06570118745
960	0.06569990271
961	0.06569979916
962	0.06569966448
963	0.06569958343
964	0.06569929849
965	0.06569882984
966	0.06569874316
967	0.06569843723
968	0.06569816623
969	0.06569807068
970	0.0656979618
971	0.06569790996
972	0.0656976795
973	0.06569600476
974	0.06569589365
975	0.06569562434
976	0.06569536582
977	0.06569514622
978	0.06569457802
979	0.06569417589
980	0.06569332454
981	0.06569323162
982	0.06569278681
983	0.06569262268
984	0.06569228398
985	0.0656922329
986	0.06569179636
987	0.06569133797
988	0.06569115394
989	0.06569075407
990	0.065690632
991	0.06569040373
992	0.06569023842
993	0.0656898486
994	0.06568973388
995	0.06568967377
996	0.06568913872
997	0.06568874518
998	0.06568856682
999	0.06568820765
