iter	MultiClass
0	1.114403448
1	0.930893885
2	0.7956980207
3	0.6896975277
4	0.6052561428
5	0.5361837419
6	0.4775498243
7	0.4274200178
8	0.3844038142
9	0.3476002607
10	0.3156403581
11	0.2875155625
12	0.2633449022
13	0.2425660752
14	0.2237120355
15	0.2071658795
16	0.1924155782
17	0.1795537209
18	0.1679171811
19	0.1578119503
20	0.1486286481
21	0.1404790371
22	0.1333160062
23	0.1269512598
24	0.1211219353
25	0.11607777
26	0.1114209334
27	0.1073647578
28	0.1036760883
29	0.1003758284
30	0.09746183084
31	0.09480722925
32	0.09247535501
33	0.09039810257
34	0.08846707699
35	0.08669531325
36	0.08517486041
37	0.08383168453
38	0.08250570502
39	0.0813524624
40	0.08026343136
41	0.07954532912
42	0.0787119672
43	0.07796494194
44	0.07740217264
45	0.07700051307
46	0.07662417313
47	0.07603637227
48	0.07565418671
49	0.07538399329
50	0.07499948288
51	0.07457109588
52	0.07427158155
53	0.07396346093
54	0.07359151425
55	0.07347372353
56	0.0730880471
57	0.07290562557
58	0.07273348809
59	0.07265438256
60	0.07238113346
61	0.07219743032
62	0.07198631906
63	0.07187582775
64	0.07166307224
65	0.07157496484
66	0.07151014584
67	0.07143461853
68	0.07138868448
69	0.07129601789
70	0.07121471724
71	0.07103732149
72	0.07100406913
73	0.07092353727
74	0.07074229369
75	0.07055446816
76	0.07042513672
77	0.0703923783
78	0.07027973317
79	0.07017141212
80	0.07012762154
81	0.07006497238
82	0.07001000679
83	0.06995276202
84	0.0698904824
85	0.06985507733
86	0.06980892584
87	0.06969551951
88	0.06967237684
89	0.06963827125
90	0.06957875175
91	0.06954522322
92	0.06949371666
93	0.06944069261
94	0.0693607586
95	0.06933411748
96	0.06927710327
97	0.06923273318
98	0.06920443873
99	0.06918175168
100	0.06913462829
101	0.06910484501
102	0.06907598398
103	0.06899372462
104	0.0689004767
105	0.06888348997
106	0.06882146738
107	0.06880420352
108	0.06878213032
109	0.06872957493
110	0.06871173247
111	0.06864359966
112	0.06858630994
113	0.06853352622
114	0.06851388458
115	0.06848985063
116	0.06846638633
117	0.06844668661
118	0.06842815815
119	0.06837514329
120	0.0683196722
121	0.06829361923
122	0.06826545748
123	0.0682523231
124	0.06820040003
125	0.06818394617
126	0.0681361846
127	0.06809748516
128	0.0680463694
129	0.06801631077
130	0.06799959366
131	0.06798612758
132	0.06797481636
133	0.06795155282
134	0.06791969533
135	0.06790885462
136	0.06789743408
137	0.06787924608
138	0.06784377685
139	0.06782964404
140	0.06781553727
141	0.06778250661
142	0.06777551727
143	0.06775020327
144	0.06772152611
145	0.06771143627
146	0.06769744783
147	0.06767314845
148	0.06766044097
149	0.06764190739
150	0.06763064396
151	0.06759622385
152	0.06758486269
153	0.06755334149
154	0.06754153185
155	0.06753579056
156	0.06751513853
157	0.0674970312
158	0.06747727509
159	0.06746760947
160	0.06746036869
161	0.06743686537
162	0.06741410708
163	0.06740461756
164	0.067377497
165	0.06736620765
166	0.06734377316
167	0.06733303664
168	0.06732165401
169	0.06730484411
170	0.06729088775
171	0.06727044086
172	0.06726033323
173	0.06724855074
174	0.06723766803
175	0.06722595481
176	0.06720605642
177	0.06719288941
178	0.06718365652
179	0.06715922372
180	0.06715031892
181	0.06714049859
182	0.0671320816
183	0.06712783684
184	0.06711973222
185	0.06710760937
186	0.06709705881
187	0.06708812412
188	0.06707983942
189	0.06707234158
190	0.06706146165
191	0.06703692951
192	0.06702683923
193	0.06701793161
194	0.06701028066
195	0.06700200914
196	0.06699650776
197	0.06698703911
198	0.06697730598
199	0.06696766722
200	0.06696190465
201	0.06694755253
202	0.0669420722
203	0.06692633874
204	0.06692114318
205	0.06691576827
206	0.06690911266
207	0.06690106073
208	0.06689788748
209	0.06689076385
210	0.06688365559
211	0.06687281377
212	0.06686718874
213	0.06686232685
214	0.06685124865
215	0.0668414588
216	0.06683490277
217	0.06683032252
218	0.06682209043
219	0.06681689456
220	0.06681125138
221	0.06680558276
222	0.06679954235
223	0.06679066506
224	0.06678506865
225	0.06677609706
226	0.06676403978
227	0.06675899037
228	0.06675300298
229	0.06674362902
230	0.06673634457
231	0.06672586629
232	0.06672256314
233	0.06670788268
234	0.06670252433
235	0.06669919755
236	0.0666925919
237	0.06668971426
238	0.06668555832
239	0.06668295649
240	0.06667709764
241	0.06667262866
242	0.06666859204
243	0.06666008968
244	0.06665667444
245	0.06665141782
246	0.0666456504
247	0.06664193206
248	0.06663911996
249	0.06663681778
250	0.06662557736
251	0.0666182445
252	0.06661447056
253	0.06660672618
254	0.06660173041
255	0.06659879719
256	0.06659562696
257	0.06659188204
258	0.0665892215
259	0.06657670132
260	0.06657262618
261	0.066569613
262	0.06656668076
263	0.06655503022
264	0.06655134364
265	0.06654486228
266	0.06654204193
267	0.06653898347
268	0.06653641064
269	0.06653323758
270	0.0665311796
271	0.06652877649
272	0.06652666373
273	0.06652474133
274	0.06652026262
275	0.06651849374
