METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53507;"{""coordinates"": [-123.14474356018738, 49.26884390026673], ""type"": ""Point""}";Fairview;B31728;49.26884390026673, -123.14474356018738
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66282;"{""coordinates"": [-123.12800250715883, 49.2867558463799], ""type"": ""Point""}";West End;121229;49.2867558463799, -123.12800250715883
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;2 Hr;2 Hr;2 Hr;2 Hr;2 Hr;2 Hr;Yes;52947;"{""coordinates"": [-123.10472593563588, 49.26499199924625], ""type"": ""Point""}";Mount Pleasant;752216;49.26499199924625, -123.10472593563588
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53621;"{""coordinates"": [-123.15413032776885, 49.233633235563104], ""type"": ""Point""}";Kerrisdale;K22043;49.233633235563104, -123.15413032776885
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52679;"{""coordinates"": [-123.15310577839047, 49.26265011504883], ""type"": ""Point""}";Kitsilano;772603;49.26265011504883, -123.15310577839047
Twin;$7.00;$6.00;$7.00;$6.00;$7.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53323;"{""coordinates"": [-123.11740518427713, 49.263498210885786], ""type"": ""Point""}";Fairview;802418;49.263498210885786, -123.11740518427713
Single;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65184;"{""coordinates"": [-123.1237379836957, 49.27739538699423], ""type"": ""Point""}";Downtown;601104;49.27739538699423, -123.1237379836957
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65518;"{""coordinates"": [-123.12410816280054, 49.277149601329555], ""type"": ""Point""}";Downtown;601116;49.277149601329555, -123.12410816280054
Single;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52535;"{""coordinates"": [-123.14581157474092, 49.27060674070299], ""type"": ""Point""}";Kitsilano;B11802;49.27060674070299, -123.14581157474092
Single Motorbike;$3.50;$3.00;$3.50;$3.00;$3.50;$3.00;$3.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;67955;"{""coordinates"": [-123.1173461672302, 49.28704559574684], ""type"": ""Point""}";Downtown;640497;49.28704559574684, -123.1173461672302
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50614;"{""coordinates"": [-123.15947050233217, 49.23470625438319], ""type"": ""Point""}";Arbutus Ridge;K12235;49.23470625438319, -123.15947050233217
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53568;"{""coordinates"": [-123.1413776591179, 49.264501495746124], ""type"": ""Point""}";Fairview;B81604;49.264501495746124, -123.1413776591179
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54332;"{""coordinates"": [-123.10584162342431, 49.26293818678398], ""type"": ""Point""}";Mount Pleasant;300018;49.26293818678398, -123.10584162342431
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50230;"{""coordinates"": [-123.10628323236784, 49.26313027882786], ""type"": ""Point""}";Mount Pleasant;300027;49.26313027882786, -123.10628323236784
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51425;"{""coordinates"": [-123.10636517425361, 49.262949939476414], ""type"": ""Point""}";Mount Pleasant;300030;49.262949939476414, -123.10636517425361
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;67043;"{""coordinates"": [-123.12902225100787, 49.28680584983657], ""type"": ""Point""}";West End;670809;49.28680584983657, -123.12902225100787
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;13 Hrs;Yes;57910;"{""coordinates"": [-123.1093510659825, 49.26430354823558], ""type"": ""Point""}";Mount Pleasant;522310C;49.26430354823558, -123.1093510659825
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53210;"{""coordinates"": [-123.06990146879373, 49.26167567056296], ""type"": ""Point""}";Kensington-Cedar Cottage;6C2513;49.26167567056296, -123.06990146879373
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53715;"{""coordinates"": [-123.06991168428063, 49.261143121075165], ""type"": ""Point""}";Kensington-Cedar Cottage;6C2603;49.261143121075165, -123.06991168428063
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66249;"{""coordinates"": [-123.11934810730418, 49.288547366743025], ""type"": ""Point""}";Downtown;041103;49.288547366743025, -123.11934810730418
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56488;"{""coordinates"": [-123.03299885723126, 49.23279575608766], ""type"": ""Point""}";Renfrew-Collingwood;993373;49.23279575608766, -123.03299885723126
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56490;"{""coordinates"": [-123.03265529758183, 49.232618665235215], ""type"": ""Point""}";Renfrew-Collingwood;993385;49.232618665235215, -123.03265529758183
Single / Disability;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53034;"{""coordinates"": [-123.11562809516143, 49.26504120549264], ""type"": ""Point""}";Fairview;B70509;49.26504120549264, -123.11562809516143
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56853;"{""coordinates"": [-123.03427724732187, 49.23283787741274], ""type"": ""Point""}";Killarney;6J5610;49.23283787741274, -123.03427724732187
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56854;"{""coordinates"": [-123.03345714506023, 49.232588868394025], ""type"": ""Point""}";Killarney;7J5603;49.232588868394025, -123.03345714506023
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66037;"{""coordinates"": [-123.11551988491544, 49.277924446571895], ""type"": ""Point""}";Downtown;560813;49.277924446571895, -123.11551988491544
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66021;"{""coordinates"": [-123.11588371404756, 49.27768381189815], ""type"": ""Point""}";Downtown;560823;49.27768381189815, -123.11588371404756
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66022;"{""coordinates"": [-123.11599774573344, 49.2776081739116], ""type"": ""Point""}";Downtown;560829;49.2776081739116, -123.11599774573344
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61903;"{""coordinates"": [-123.12181639693489, 49.277576936694], ""type"": ""Point""}";Downtown;591013;49.277576936694, -123.12181639693489
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56238;"{""coordinates"": [-123.09769667849966, 49.2629003219387], ""type"": ""Point""}";Mount Pleasant;310325;49.2629003219387, -123.09769667849966
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56241;"{""coordinates"": [-123.09668988951711, 49.262867139989346], ""type"": ""Point""}";Mount Pleasant;310349;49.262867139989346, -123.09668988951711
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54744;"{""coordinates"": [-123.14459959174924, 49.26360671305371], ""type"": ""Point""}";Fairview;301724;49.26360671305371, -123.14459959174924
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57916;"{""coordinates"": [-123.1108394926089, 49.26421174614225], ""type"": ""Point""}";Mount Pleasant;782314C;49.26421174614225, -123.1108394926089
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53140;"{""coordinates"": [-123.06941214437198, 49.27524112755792], ""type"": ""Point""}";Grandview-Woodland;6C1014;49.27524112755792, -123.06941214437198
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50094;"{""coordinates"": [-123.10853732521191, 49.26829865289355], ""type"": ""Point""}";Mount Pleasant;B30122;49.26829865289355, -123.10853732521191
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64840;"{""coordinates"": [-123.12607012525025, 49.288734830088174], ""type"": ""Point""}";Downtown;670601;49.288734830088174, -123.12607012525025
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;66186;"{""coordinates"": [-123.13139249901921, 49.27748650418916], ""type"": ""Point""}";Downtown;641320;49.27748650418916, -123.13139249901921
Single;$8.00;$7.00;$8.00;$7.00;$8.00;$7.00;$4.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;65274;"{""coordinates"": [-123.11862622442153, 49.28764956471476], ""type"": ""Point""}";Downtown;061029;49.28764956471476, -123.11862622442153
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;No;66448;"{""coordinates"": [-123.13050294632899, 49.27777365812309], ""type"": ""Point""}";Downtown;170916;49.27777365812309, -123.13050294632899
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56410;"{""coordinates"": [-123.10058212054909, 49.25473372757917], ""type"": ""Point""}";Riley Park;C80206;49.25473372757917, -123.10058212054909
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;56303;"{""coordinates"": [-123.08160573491962, 49.26536615038741], ""type"": ""Point""}";Strathcona;GN1099;49.26536615038741, -123.08160573491962
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56522;"{""coordinates"": [-123.10138434525362, 49.253753482873314], ""type"": ""Point""}";Riley Park;C90127;49.253753482873314, -123.10138434525362
Twin / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56502;"{""coordinates"": [-123.10556500987035, 49.27158136105742], ""type"": ""Point""}";Mount Pleasant;AW0027;49.27158136105742, -123.10556500987035
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56530;"{""coordinates"": [-123.11071422621171, 49.269594864389674], ""type"": ""Point""}";Mount Pleasant;KQ1703;49.269594864389674, -123.11071422621171
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56698;"{""coordinates"": [-123.10067613799967, 49.25212231484874], ""type"": ""Point""}";Riley Park;E10201;49.25212231484874, -123.10067613799967
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56472;"{""coordinates"": [-123.10123490958115, 49.253750348644665], ""type"": ""Point""}";Riley Park;C90131;49.253750348644665, -123.10123490958115
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56590;"{""coordinates"": [-123.1005523996214, 49.25292900627159], ""type"": ""Point""}";Riley Park;E00206;49.25292900627159, -123.1005523996214
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56587;"{""coordinates"": [-123.1005885060068, 49.25202621424535], ""type"": ""Point""}";Riley Park;E10204;49.25202621424535, -123.1005885060068
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56655;"{""coordinates"": [-123.1005885060068, 49.25202621424535], ""type"": ""Point""}";Riley Park;E10206;49.25202621424535, -123.1005885060068
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56814;"{""coordinates"": [-123.1005041185451, 49.251118444645925], ""type"": ""Point""}";Riley Park;E20208;49.251118444645925, -123.1005041185451
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56525;"{""coordinates"": [-123.1005041185451, 49.251118444645925], ""type"": ""Point""}";Riley Park;E20210;49.251118444645925, -123.1005041185451
Twin Bay Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56586;"{""coordinates"": [-123.10065351045601, 49.25031994331487], ""type"": ""Point""}";Riley Park;E30203;49.25031994331487, -123.10065351045601
Single;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;13 Hrs;No;51070;"{""coordinates"": [-123.17389032115639, 49.26452885716032], ""type"": ""Point""}";Kitsilano;8M2414;49.26452885716032, -123.17389032115639
Twin Bay Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56461;"{""coordinates"": [-123.10066790962352, 49.25021116048889], ""type"": ""Point""}";Riley Park;E30204;49.25021116048889, -123.10066790962352
Twin Bay Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56870;"{""coordinates"": [-123.10065351045601, 49.25031994331487], ""type"": ""Point""}";Riley Park;E30201;49.25031994331487, -123.10065351045601
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57177;"{""coordinates"": [-123.09564720725868, 49.27181806964601], ""type"": ""Point""}";Strathcona;9A1597;49.27181806964601, -123.09564720725868
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;4 Hr;No Time Limit;4 Hr;No Time Limit;4 Hr;;Yes;50060;"{""coordinates"": [-123.10149203853295, 49.26647999309134], ""type"": ""Point""}";Mount Pleasant;A50119C;49.26647999309134, -123.10149203853295
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;56601;"{""coordinates"": [-123.10667112361736, 49.269108483471825], ""type"": ""Point""}";Mount Pleasant;761897;49.269108483471825, -123.10667112361736
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;other;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;54488;"{""coordinates"": [-123.09919007028694, 49.26234051912207], ""type"": ""Point""}";Mount Pleasant;990118;49.26234051912207, -123.09919007028694
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;other;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;56685;"{""coordinates"": [-123.09940181111651, 49.26257833235021], ""type"": ""Point""}";Mount Pleasant;990110;49.26257833235021, -123.09940181111651
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56838;"{""coordinates"": [-123.14147592297348, 49.266179970677726], ""type"": ""Point""}";Fairview;B61612;49.266179970677726, -123.14147592297348
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56812;"{""coordinates"": [-123.1012632537739, 49.25366041656861], ""type"": ""Point""}";Riley Park;C90132;49.25366041656861, -123.1012632537739
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56584;"{""coordinates"": [-123.10128574333798, 49.25275753742317], ""type"": ""Point""}";Riley Park;E00131;49.25275753742317, -123.10128574333798
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56695;"{""coordinates"": [-123.10130114752474, 49.25266344288217], ""type"": ""Point""}";Riley Park;E00132;49.25266344288217, -123.10130114752474
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;56532;"{""coordinates"": [-123.11022151248271, 49.26879017533488], ""type"": ""Point""}";Mount Pleasant;B20220;49.26879017533488, -123.11022151248271
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;53046;"{""coordinates"": [-123.09086833877487, 49.23093751592351], ""type"": ""Point""}";Sunset;J30638;49.23093751592351, -123.09086833877487
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;53130;"{""coordinates"": [-123.09120628377867, 49.23015903392825], ""type"": ""Point""}";Sunset;J40633;49.23015903392825, -123.09120628377867
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;53103;"{""coordinates"": [-123.09101704566496, 49.22925086897169], ""type"": ""Point""}";Sunset;J50635;49.22925086897169, -123.09101704566496
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;56413;"{""coordinates"": [-123.11049322340274, 49.268657560474786], ""type"": ""Point""}";Mount Pleasant;B20228;49.268657560474786, -123.11049322340274
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;51650;"{""coordinates"": [-123.09034147755784, 49.22731059083295], ""type"": ""Point""}";Sunset;J70702;49.22731059083295, -123.09034147755784
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56546;"{""coordinates"": [-123.11054897765489, 49.263046605563574], ""type"": ""Point""}";Mount Pleasant;300220;49.263046605563574, -123.11054897765489
Single;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63144;"{""coordinates"": [-123.1405969731431, 49.28654656238266], ""type"": ""Point""}";West End;161711;49.28654656238266, -123.1405969731431
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;No;67302;"{""coordinates"": [-123.08657210594782, 49.28115714531231], ""type"": ""Point""}";Strathcona;070811;49.28115714531231, -123.08657210594782
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;50091;"{""coordinates"": [-123.0906292114694, 49.226639579717876], ""type"": ""Point""}";Sunset;FR6322;49.226639579717876, -123.0906292114694
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;50089;"{""coordinates"": [-123.09085851757499, 49.226285984681596], ""type"": ""Point""}";Sunset;FR6403;49.226285984681596, -123.09085851757499
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56872;"{""coordinates"": [-123.10075522656778, 49.25352997125828], ""type"": ""Point""}";Riley Park;513510;49.25352997125828, -123.10075522656778
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56761;"{""coordinates"": [-123.10079739608992, 49.25247508274131], ""type"": ""Point""}";Riley Park;513616;49.25247508274131, -123.10079739608992
