iter	RMSE
553	5.494009684
554	5.493943009
555	5.493898768
556	5.493819592
557	5.493772286
558	5.49368416
559	5.493670296
560	5.493593332
561	5.493461836
562	5.493451172
563	5.493390334
564	5.492956173
565	5.4929156
566	5.492881975
567	5.492777799
568	5.492711581
569	5.49261099
570	5.492536675
571	5.492528689
572	5.492508271
573	5.492487208
574	5.492458542
575	5.492360741
576	5.492313177
577	5.492304832
578	5.492059009
579	5.492022085
580	5.491968589
581	5.491810464
582	5.491517248
583	5.491469132
584	5.491291417
585	5.491199705
586	5.491197086
587	5.491185688
588	5.491163164
589	5.491148
590	5.491025119
591	5.490806541
592	5.490767225
593	5.4907606
594	5.490674789
595	5.490636446
596	5.490577265
597	5.490574137
598	5.490570794
599	5.49056367
600	5.490433724
601	5.490416139
602	5.490372736
603	5.490253043
604	5.490247513
605	5.489914351
606	5.489900944
607	5.489824924
608	5.489692845
609	5.489471048
610	5.489450966
611	5.489400587
612	5.48910372
613	5.489015718
614	5.488865567
615	5.488853592
616	5.488846881
617	5.488814211
618	5.488720768
619	5.488702899
620	5.488619427
621	5.488590172
622	5.488569285
623	5.488551626
624	5.488530557
625	5.488509012
626	5.488433206
627	5.488431352
628	5.488138688
629	5.488081481
630	5.488030595
631	5.487914174
632	5.487791693
633	5.487567598
634	5.487532576
635	5.487374481
636	5.487372608
637	5.487240658
638	5.486962976
639	5.486937282
640	5.486925575
641	5.486900359
642	5.486862746
643	5.486754345
644	5.486734038
645	5.486732061
646	5.486628505
647	5.486564782
648	5.486559453
649	5.486367941
650	5.486228453
651	5.486188063
652	5.486171164
653	5.486165621
654	5.486159859
655	5.486033303
656	5.485935885
657	5.485914899
658	5.485893881
659	5.485884586
660	5.485880186
661	5.48564915
662	5.485603111
663	5.485569136
664	5.485547161
665	5.485478822
666	5.485473556
667	5.485447445
668	5.485439111
669	5.48539714
670	5.485396942
671	5.485309156
672	5.485274186
673	5.485271381
674	5.485128879
675	5.485110997
676	5.485093318
677	5.485042978
678	5.48504121
679	5.484858858
680	5.484783285
681	5.484703078
682	5.484699756
683	5.484685012
684	5.484676681
685	5.484675432
686	5.484638487
687	5.484620502
688	5.484566959
689	5.484566205
690	5.484318257
691	5.484236908
692	5.484225346
693	5.484221107
694	5.484212975
695	5.484009157
696	5.483994247
697	5.483992608
698	5.483991455
699	5.48386161
700	5.48378985
701	5.483783235
702	5.483738539
703	5.483551641
704	5.483514222
705	5.483410949
706	5.483181992
707	5.483106289
708	5.483042366
709	5.482972868
710	5.482925047
711	5.482890967
712	5.482821471
713	5.482719659
714	5.482702833
715	5.482686339
716	5.482491613
717	5.482481472
718	5.482429727
719	5.482425972
720	5.482342078
721	5.482260108
722	5.482047653
723	5.482029548
724	5.482019647
725	5.481997243
726	5.481970728
727	5.48195939
728	5.481941809
729	5.481937638
730	5.481857204
731	5.481845311
732	5.481832547
733	5.481814021
734	5.481707496
735	5.481705516
736	5.481705175
737	5.481643841
738	5.481587192
739	5.481543313
740	5.481534172
741	5.48153367
742	5.481487953
743	5.481448868
744	5.481366776
745	5.481346154
746	5.481278432
747	5.481274832
748	5.481246586
749	5.481219981
750	5.48116108
751	5.481000191
752	5.48097619
753	5.480973339
754	5.480964899
755	5.480778949
756	5.480766412
757	5.480757741
758	5.480736445
759	5.480718617
760	5.480710751
761	5.480704392
762	5.480675607
763	5.480614568
764	5.48061435
765	5.480611064
766	5.480563322
767	5.480552321
768	5.480522996
769	5.480500479
770	5.480495654
771	5.480486478
772	5.480474734
773	5.480446768
774	5.480416147
775	5.480379222
776	5.480376427
777	5.480351981
778	5.480327288
779	5.480231641
780	5.480224088
781	5.480160917
782	5.480155331
783	5.480133133
784	5.480103932
785	5.480086725
786	5.480069533
787	5.48006209
788	5.480061035
789	5.480040041
790	5.480033761
791	5.479996457
792	5.479861557
793	5.479859519
794	5.479852071
795	5.479713195
796	5.479711043
797	5.479700628
798	5.479693662
799	5.479693528
800	5.479687238
801	5.479649446
802	5.479604987
803	5.479585782
804	5.479583956
805	5.479578132
806	5.479571411
807	5.479431595
808	5.479426899
809	5.479414067
810	5.479376994
811	5.479331094
812	5.479312736
813	5.479308094
814	5.479304348
815	5.479286208
816	5.479284376
817	5.479272184
818	5.479260979
819	5.479139119
820	5.479106593
821	5.479021593
822	5.478992362
823	5.478964992
824	5.478964112
825	5.478941865
826	5.478941435
827	5.478939645
828	5.478922515
829	5.478915357
830	5.47891387
831	5.47886544
832	5.478831634
833	5.478804017
834	5.478791948
835	5.478786062
836	5.478785788
837	5.478766039
838	5.478759663
839	5.478754401
840	5.478750277
841	5.478748323
842	5.478746112
843	5.478738382
844	5.4787379
845	5.478713954
846	5.478699154
847	5.478605162
848	5.478597947
849	5.478545267
850	5.478496017
851	5.47849028
852	5.478476289
853	5.478465473
854	5.478450241
855	5.478423884
856	5.478392078
857	5.478308722
858	5.478273874
859	5.478262841
860	5.478147595
861	5.478141814
862	5.478124663
863	5.478116153
864	5.478101729
865	5.478040491
866	5.478018785
867	5.478009498
868	5.477998826
869	5.477862201
870	5.477856924
871	5.47785591
872	5.477848303
873	5.477821965
874	5.47781898
875	5.477815786
876	5.477813712
877	5.477784638
878	5.477783551
879	5.477776696
880	5.47774797
881	5.477739053
882	5.477729455
883	5.477719344
884	5.477622242
885	5.47762205
886	5.477594034
887	5.477588977
888	5.477587139
889	5.477585612
890	5.47758446
891	5.477581726
892	5.477526093
893	5.477523993
894	5.477514143
895	5.477417901
896	5.47736808
897	5.47736091
898	5.477354784
899	5.477338033
900	5.477283823
901	5.477277958
902	5.477271156
903	5.477268956
904	5.477245305
905	5.477188219
906	5.477186016
907	5.477184357
908	5.477182948
909	5.477176258
910	5.477175575
911	5.47714675
912	5.477094679
913	5.4769767
914	5.476976227
915	5.476966853
916	5.476904822
917	5.476790126
918	5.47677763
919	5.47677036
920	5.476750226
921	5.476715212
922	5.476631509
923	5.476629269
924	5.476551367
925	5.476546669
926	5.476543428
927	5.476536272
928	5.476530225
929	5.476522264
930	5.476477929
931	5.476454135
932	5.47645103
933	5.476413642
934	5.476395833
935	5.476394239
936	5.476366683
937	5.476245269
938	5.476149451
939	5.476140741
940	5.476100887
941	5.476095635
942	5.476089451
943	5.476084364
944	5.476077939
945	5.476075746
946	5.476070188
947	5.476063995
948	5.476045225
949	5.476011924
950	5.476006791
951	5.47599679
952	5.475930565
953	5.475928885
954	5.475857216
955	5.475827865
956	5.475787445
957	5.475786053
958	5.475768377
959	5.475690652
960	5.475687382
961	5.475681987
962	5.47567498
963	5.475671061
964	5.475621065
965	5.475617916
966	5.475602088
967	5.47555386
968	5.475481757
969	5.475477363
970	5.475450238
971	5.475411823
972	5.475374195
973	5.475357848
974	5.475355426
975	5.475331186
976	5.47532584
977	5.475310852
978	5.475279653
979	5.475273642
980	5.475268039
981	5.475267575
982	5.475231121
983	5.475201463
984	5.475174833
985	5.475174233
986	5.475118037
987	5.475035664
988	5.47503476
989	5.475032652
990	5.475027774
991	5.475023107
992	5.474989452
993	5.474948904
994	5.474942013
995	5.474898529
996	5.474868459
997	5.474855646
998	5.474837739
999	5.474821196
